Problem Size,Execution Time (s),Solution Found
2,0.013038873672485352,1
3,0.040418386459350586,1
4,0.020804882049560547,1
5,0.05047011375427246,1
6,0.06505227088928223,1
7,0.06904745101928711,1
8,0.10647797584533691,1
9,0.11124658584594727,1
10,0.3286116123199463,1
11,0.014860868453979492,0
